FID,ap_lp,apn,number_of_,objectid,shape_area,shape_leng,situs_city,situs_hous,situs_ho_2,situs_stat,situs_stre,situs_st_2,situs_st_3,situs_unit,situs_zip_,tax_rate_a
216002,LP,21310011,1.000000000000000,48748.000000000000000,809.248156090238695,118.805571197992350,SUNNYVALE,675,,CA,,TORREYA,AV,,94086-8452,9023.000000000000000
216016,LP,22016009,1.000000000000000,266690.000000000000000,1235.342327981088829,142.305642403050797,SANTA CLARA,3532,,CA,,EMMETT,PL,,95051-1407,7014.000000000000000
216029,LP,76413051,1.000000000000000,50873.000000000000000,1267.175325647017871,150.749301334699794,MORGAN HILL,35,,CA,W,CENTRAL,AV,,95037-4301,4001.000000000000000
216060,LP,13201070,7.000000000000000,404501.000000000000000,6806.785300340164213,339.629228642046485,PALO ALTO,578,,CA,,OREGON,AV,,94301-4145,6001.000000000000000
216078,LP,21372029,1.000000000000000,402683.000000000000000,149.103858371754598,50.059230911599030,SUNNYVALE,489,,CA,,VALLEY OAK,TR,,94086,9002.000000000000000
216113,LP,21662014,1.000000000000000,374861.000000000000000,104.829189584349450,45.192285896164769,SANTA CLARA,2912,,CA,,FELIZ,RD,188,95051,7079.000000000000000
216119,LP,26415038,0.000000000000000,426489.000000000000000,4.372606497667593,9.180269975115854,,,,,,,,,,17193.000000000000000
216203,LP,13226024,3.000000000000000,282214.000000000000000,1003.411536529882710,142.918745148038710,PALO ALTO,2841,,CA,,ALMA,ST,,94306-2318,6001.000000000000000
216216,LP,79918039,1.000000000000000,362370.000000000000000,1018.299944798491879,144.707616457201937,GILROY,7450,,CA,,DOWDY,ST,,95020-5720,2000.000000000000000
216231,LP,14826005,1.000000000000000,183163.000000000000000,278.578005155739106,74.402863997294276,MOUNTAIN VIEW,135,,CA,,CONCORD,CL,,94040,5009.000000000000000
216236,LP,,0.000000000000000,58265.000000000000000,1921.625247738196322,603.052839348775478,,,,,,,,,,0.000000000000000
216263,LP,79904030,1.000000000000000,145003.000000000000000,1662.623946715175407,172.065613963446765,GILROY,7621,,CA,,EIGLEBERRY,ST,,95020-5122,2000.000000000000000
216282,LP,72626010,1.000000000000000,333485.000000000000000,474.972607694669762,99.454536024332995,MORGAN HILL,17752,,CA,,CALLE VIENTO,CT,,95037,4002.000000000000000
216303,LP,43403003,1.000000000000000,175288.000000000000000,906.465942328605593,141.141739921382111,SAN JOSE,1116,,CA,,CLARK,ST,,95125-5701,17108.000000000000000
216309,LP,84153053,1.000000000000000,453668.000000000000000,676.728634644849876,126.522541673310783,GILROY,512,,CA,,HOOVER,CT,,95020,2000.000000000000000
216346,LP,13213073,1.000000000000000,401934.000000000000000,738.015443213624394,115.285748787138573,PALO ALTO,336,,CA,,COLORADO,AV,,94306-2409,6001.000000000000000
216394,LP,20430032,1.000000000000000,178948.000000000000000,82.174743019202765,37.290622215231686,SUNNYVALE,321,,CA,,DUNSMUIR,TR,4,94085,9002.000000000000000
216398,LP,15823009,1.000000000000000,18546.000000000000000,1098.258784099540208,177.481300624331965,MOUNTAIN VIEW,550,,CA,,CALIFORNIA,ST,,94041-2044,5000.000000000000000
216399,LP,14822015,1.000000000000000,409390.000000000000000,8283.235226415836223,367.734545759744037,MOUNTAIN VIEW,510,,CA,,SHOWERS,DR,,94040-1429,5009.000000000000000
216404,AP,14814022,1.000000000000000,462381.000000000000000,112.796434182787110,44.131045050715095,MOUNTAIN VIEW,181,,CA,,DEL MEDIO,AV,206,94040-1045,5009.000000000000000
216460,LP,70653130,1.000000000000000,445275.000000000000000,72.599466153821822,43.001946768470319,SAN JOSE,151,,CA,,HUDSON,PL,,95123,17060.000000000000000
216465,LP,79915051,2.000000000000000,415388.000000000000000,986.243463431201917,147.044793047366625,GILROY,7256,,CA,,HANNA,ST,,95020-6128,2000.000000000000000
216480,LP,15855020,1.000000000000000,402848.000000000000000,216.568433518491901,64.153843190385174,MOUNTAIN VIEW,306,,CA,,LAVENDER,DR,,94041,5000.000000000000000
216500,LP,,0.000000000000000,268872.000000000000000,5067.234023953961696,354.510082867826782,,,,,,,,,,0.000000000000000
216520,LP,49709074,1.000000000000000,13465.000000000000000,1388.050938317926921,153.857903208691056,SAN JOSE,12972,,CA,,WATER,ST,,95111-3358,17031.000000000000000
216529,LP,70653112,1.000000000000000,445121.000000000000000,99.558907821577264,41.193075659288120,SAN JOSE,389,,CA,,READING,PL,,95123,17060.000000000000000
216563,LP,49704006,1.000000000000000,7162.000000000000000,1478.500193384745671,153.255249447209309,SAN JOSE,13215,,CA,,SYLVANDALE,WY,,95111-3356,17031.000000000000000
216589,LP,13202009,1.000000000000000,404414.000000000000000,1297.687326886958544,157.294344793532559,PALO ALTO,2516,,CA,,WEBSTER,ST,,94301-4249,6001.000000000000000
216603,LP,21350080,1.000000000000000,203495.000000000000000,132.169970469509877,49.917365785947503,SUNNYVALE,1133,,CA,,REED,AV,D,94086-6831,9022.000000000000000
216632,LP,72614028,3.000000000000000,133470.000000000000000,1766.867304987286161,199.279383986039107,MORGAN HILL,17440,,CA,,MONTEREY,RD,,95037-3644,4001.000000000000000
216681,AP,43435059,1.000000000000000,484812.000000000000000,375.862146214187874,105.019922293849206,SAN JOSE,220,,CA,,STONEGATE,CL,,95110-3530,17193.000000000000000
216711,LP,43432051,1.000000000000000,380762.000000000000000,385.842137000190121,103.688081851757147,SAN JOSE,1070,,CA,,VILLA MARIA,CT,,95125-5741,17108.000000000000000
216727,LP,14728017,1.000000000000000,63575.000000000000000,1535.882864152858701,176.242311032557893,PALO ALTO,4170,,CA,,MACKAY,DR,,94306-4628,6012.000000000000000
216728,LP,20449051,2.000000000000000,282331.000000000000000,978.631442076527492,140.235077537074346,SUNNYVALE,162,,CA,,BEEMER,AV,,94086-5052,9002.000000000000000
216735,LP,84113019,0.000000000000000,87212.000000000000000,642.127106120537292,114.527774700166290,,,,,,,,,,2000.000000000000000
216770,LP,14723046,1.000000000000000,390543.000000000000000,812.671481114907465,121.302182129540753,MOUNTAIN VIEW,480,,CA,,QUINCY,DR,,94043-2717,5010.000000000000000
216788,LP,43411059,1.000000000000000,227022.000000000000000,847.847858125874609,137.261245615189353,SAN JOSE,1259,,CA,,VINE,ST,,95110-3343,17193.000000000000000
216819,LP,14734083,1.000000000000000,381122.000000000000000,815.934821196145322,120.980372281991706,MOUNTAIN VIEW,2421,,CA,,LAURA,LN,,94043-4147,5010.000000000000000
216848,LP,14722073,1.000000000000000,320568.000000000000000,961.293672544920128,132.900905212634598,MOUNTAIN VIEW,369,,CA,,RUTH,AV,,94043-4114,5010.000000000000000
216850,LP,25937004,3.000000000000000,306203.000000000000000,940.971224125040976,159.548898607886116,SAN JOSE,395,,CA,W,SANTA CLARA,ST,,95113-1501,17095.000000000000000
216862,AP,12051004,1.000000000000000,479283.000000000000000,185.787238653947213,55.870503131460076,PALO ALTO,710,,CA,,RAMONA,ST,,94301-2547,6001.000000000000000
216866,LP,26138030,1.000000000000000,431678.000000000000000,636.147544132833332,112.325828479126969,SAN JOSE,277,,CA,,DUPONT,ST,,95126-4809,17193.000000000000000
216868,LP,13226009,1.000000000000000,22535.000000000000000,885.164595159904138,137.016757044938373,PALO ALTO,2906,,CA,,EMERSON,ST,,94306-2352,6001.000000000000000
216920,AP,12060002,1.000000000000000,479671.000000000000000,183.721320770180171,63.658554685969840,PALO ALTO,222,,CA,,BRYANT,ST,,94301-1402,6001.000000000000000
216933,LP,22015028,1.000000000000000,50267.000000000000000,1138.683825869845123,133.781465226051694,SANTA CLARA,3470,,CA,,NOTRE DAME,DR,,95051-1517,7014.000000000000000
216951,LP,16517063,1.000000000000000,418895.000000000000000,1220.340188247639162,140.976447849152976,SUNNYVALE,169,,CA,S,PASTORIA,AV,,94086-5931,9002.000000000000000
216963,LP,15404013,2.000000000000000,449023.000000000000000,123816.308144918919425,8510.743786181144969,MOUNTAIN VIEW,101,,CA,,CASTRO,ST,,94043,5000.000000000000000
216989,LP,15856011,1.000000000000000,422312.000000000000000,453.203372911573183,85.757609232807525,MOUNTAIN VIEW,150,,CA,,CALDERON,AV,,94041,5000.000000000000000
217027,LP,16515022,1.000000000000000,183885.000000000000000,843.826184192981827,126.322984684304942,SUNNYVALE,113,,CA,,WAVERLY,ST,,94086-6022,9002.000000000000000
217052,LP,68438006,2.000000000000000,91272.000000000000000,914.827259681690748,125.594227110671369,SAN JOSE,170,,CA,,BENDORF,DR,,95111-2903,17184.000000000000000
217070,LP,23040075,1.000000000000000,240910.000000000000000,748.321045913686476,112.899775888233791,SAN JOSE,599,,CA,W,HEDDING,ST,,95110-1529,17108.000000000000000
217072,LP,21312073,1.000000000000000,406430.000000000000000,868.827831585711692,122.296503988994033,SUNNYVALE,1154,,CA,,DAHLIA,DR,,94086,9023.000000000000000
217076,LP,15843041,1.000000000000000,319811.000000000000000,131.237321937424781,54.031514515326677,MOUNTAIN VIEW,276,,CA,,ANDSBURY,AV,,94043-4802,5010.000000000000000
217112,AP,49718135,1.000000000000000,487360.000000000000000,614.755001300164281,109.818948281573498,SAN JOSE,81,,CA,,KENBROOK,CL,,95111-3286,17038.000000000000000
217177,LP,20449061,1.000000000000000,251888.000000000000000,542.289927705310220,104.138934828610871,SUNNYVALE,135,,CA,,ANCHOR BAY,TR,,94086-5080,9002.000000000000000
217218,LP,49710020,1.000000000000000,107031.000000000000000,1428.002124988155629,153.920904022005146,SAN JOSE,13169,,CA,,HAGA,DR,,95111-3313,17031.000000000000000
217232,LP,26138061,0.000000000000000,430813.000000000000000,97.845858775147818,45.105697425672631,,,,,,,,,,17192.000000000000000
217275,LP,82537058,0.000000000000000,459461.000000000000000,17060.952504048356786,590.981347922010514,,,,,,,,,,87076.000000000000000
217276,LP,43405093,2.000000000000000,169113.000000000000000,718.038762376116438,129.622887589153862,SAN JOSE,1194,,CA,,PALM,ST,,95110-3325,17193.000000000000000
217297,LP,20442008,1.000000000000000,383624.000000000000000,923.062394818184885,126.734575351419920,SUNNYVALE,330,,CA,N,SUNNYVALE,AV,,94085-4317,9002.000000000000000
217299,LP,21655007,1.000000000000000,324295.000000000000000,445.988120870184275,97.893740772284133,SUNNYVALE,1292,,CA,,KIFER,RD,803,94086,9002.000000000000000
217319,LP,,0.000000000000000,432505.000000000000000,560.592954169217023,289.029040517168653,,,,,,,,,,0.000000000000000
217322,LP,14819021,1.000000000000000,151505.000000000000000,134.332875012000954,62.532881978703173,MOUNTAIN VIEW,2109,,CA,,SHOWERS,DR,,94040,5009.000000000000000
217336,LP,14822007,1.000000000000000,433592.000000000000000,1397.081758214022102,149.580904928095237,MOUNTAIN VIEW,2585,,CA,,CALIFORNIA,ST,,94040-1301,5009.000000000000000
217352,LP,12427040,2.000000000000000,87727.000000000000000,1105.196792382695321,154.124234632806406,PALO ALTO,2145,,CA,,PARK,BL,,94306-1543,6001.000000000000000
217365,AP,12436032,1.000000000000000,480115.000000000000000,93.866670537429584,40.920720332879647,PALO ALTO,2502,,CA,,BIRCH,ST,,94306-1903,6052.000000000000000
217366,LP,72616115,1.000000000000000,414452.000000000000000,1038.178683288799220,130.716631796226721,MORGAN HILL,575,,CA,,BEL AIR,WY,,95037,4002.000000000000000
217394,LP,16512073,2.000000000000000,109791.000000000000000,884.504532665195370,130.441244239178758,SUNNYVALE,229,,CA,,FLORENCE,ST,,94086-6006,9002.000000000000000
217436,LP,15847035,1.000000000000000,393376.000000000000000,138.869490211265770,56.457860429078885,MOUNTAIN VIEW,328,,CA,,CENTRAL,AV,,94043-4870,5010.000000000000000
217437,LP,12427007,1.000000000000000,215105.000000000000000,1107.116352896907983,153.616741184194154,PALO ALTO,244,,CA,,OXFORD,AV,,94306-1132,6001.000000000000000
217447,AP,14814070,1.000000000000000,462878.000000000000000,108.391198502608091,43.363015335398629,MOUNTAIN VIEW,183,,CA,,DEL MEDIO,AV,206,94040-1028,5009.000000000000000
217448,LP,70653016,1.000000000000000,444758.000000000000000,99.631761715149409,41.210076781895779,SAN JOSE,489,,CA,,BALTIMORE,PL,,95123,17060.000000000000000
217452,LP,26128083,1.000000000000000,358576.000000000000000,731.008224745232155,117.388327061345592,SAN JOSE,1079,,CA,,LUTHER,AV,,95126-3003,17108.000000000000000
217468,AP,12061003,1.000000000000000,479675.000000000000000,191.393827764780525,59.937939198144527,PALO ALTO,185,,CA,,FOREST,AV,2B,94301-1636,6001.000000000000000
217475,LP,21664027,1.000000000000000,457343.000000000000000,100.413730257064472,41.861824162800389,SANTA CLARA,3390,,CA,,EICHERS,PL,110,95051,7079.000000000000000
217510,LP,21626025,1.000000000000000,183162.000000000000000,1008.097056656459699,133.691466653022275,SANTA CLARA,3479,,CA,,AGATE,DR,,95051-1041,7014.000000000000000
217522,LP,43416020,1.000000000000000,220421.000000000000000,893.879552055875251,132.667112306858002,SAN JOSE,1375,,CA,,MILTON,WY,,95125-1737,17108.000000000000000
217549,LP,84114082,1.000000000000000,435471.000000000000000,13614.014266798483732,569.628753845994879,GILROY,6980,,CA,,MONTEREY,RD,,95020-6626,2001.000000000000000
217551,LP,12414024,1.000000000000000,382755.000000000000000,765.243740800146497,112.432540843031532,PALO ALTO,2220,,CA,,BRYANT,ST,,94301-3908,6001.000000000000000
217602,AP,16525166,1.000000000000000,463182.000000000000000,98.775238990139712,49.004462668863219,SUNNYVALE,801,,CA,W,CALIFORNIA,AV,K,94086-4835,9002.000000000000000
217613,LP,22018019,1.000000000000000,145383.000000000000000,984.845403534819297,131.418406698024313,SANTA CLARA,2322,,CA,,NOBILI,AV,,95051-1412,7014.000000000000000
217632,LP,12419101,1.000000000000000,65143.000000000000000,780.513331452849116,122.586953544305160,PALO ALTO,2150,,CA,,HIGH,ST,,94301-3927,6001.000000000000000
217681,LP,20448018,1.000000000000000,359554.000000000000000,1664.865494719501612,175.681332802313165,SUNNYVALE,7,,CA,,OAK,CT,,94086-5113,9002.000000000000000
217708,LP,84106016,3.000000000000000,104331.000000000000000,623.999948989659856,102.180306964302048,GILROY,44,,CA,,MARTIN,ST,,95020-5813,2007.000000000000000
217712,LP,15842072,1.000000000000000,409796.000000000000000,330.248291867528962,98.417573986947289,MOUNTAIN VIEW,650,,CA,,WILLOWGATE,ST,,94043,5000.000000000000000
217745,LP,13219041,1.000000000000000,113453.000000000000000,1503.247502782108313,162.000501962254646,PALO ALTO,2931,,CA,,EMERSON,ST,,94306-2353,6001.000000000000000
217775,AP,69229022,1.000000000000000,496486.000000000000000,184.528788123949880,66.843458273118756,SAN JOSE,5240,,CA,,MAKATI,CL,,95123,17063.000000000000000
217779,LP,15850160,1.000000000000000,193834.000000000000000,117.519832959280691,47.420615604104562,MOUNTAIN VIEW,500,,CA,W,MIDDLEFIELD,RD,160,94043-3429,5010.000000000000000
217782,LP,26104024,1.000000000000000,84192.000000000000000,727.839512937286827,115.944899729440920,SAN JOSE,870,,CA,,PERSHING,AV,,95126-2413,17108.000000000000000
217819,LP,81737085,1.000000000000000,406019.000000000000000,430.990913625333064,88.556766912112664,MORGAN HILL,16970,,CA,,CHURCH,ST,,95037,4001.000000000000000
217894,LP,68430075,1.000000000000000,83108.000000000000000,536.651003933965058,97.434447740735294,SAN JOSE,130,,CA,,ROUNDTABLE,DR,BLDG I,95111,17184.000000000000000
217918,AP,15846122,1.000000000000000,468852.000000000000000,100.679353489416258,53.379678615699362,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,122,94043-4836,5010.000000000000000
